Año	Residencia provincia código	Residencia provincia nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Extranjeros
2012	50	Zaragoza	04	Resto de África	234	Nigeria	16 a 64	608
2012	50	Zaragoza	04	Resto de África	234	Nigeria	65 y más	2
2012	50	Zaragoza	04	Resto de África	235	República Centroafricana	16 a 64	6
2012	50	Zaragoza	04	Resto de África	235	República Centroafricana	65 y más	1
2012	50	Zaragoza	04	Resto de África	236	Sudáfrica	0 a 15	2
2012	50	Zaragoza	04	Resto de África	236	Sudáfrica	16 a 64	9
2012	50	Zaragoza	04	Resto de África	238	Santo Tome y Príncipe	0 a 15	1
2012	50	Zaragoza	04	Resto de África	239	Senegal	0 a 15	396
2012	50	Zaragoza	04	Resto de África	239	Senegal	16 a 64	2267
2012	50	Zaragoza	04	Resto de África	239	Senegal	65 y más	14
2012	50	Zaragoza	04	Resto de África	241	Sierra Leona	0 a 15	3
2012	50	Zaragoza	04	Resto de África	241	Sierra Leona	16 a 64	11
2012	50	Zaragoza	04	Resto de África	243	Sudán	0 a 15	3
2012	50	Zaragoza	04	Resto de África	243	Sudán	16 a 64	9
2012	50	Zaragoza	04	Resto de África	246	Chad	16 a 64	1
2012	50	Zaragoza	04	Resto de África	247	Togo	0 a 15	4
2012	50	Zaragoza	04	Resto de África	247	Togo	16 a 64	20
2012	50	Zaragoza	04	Resto de África	247	Togo	65 y más	1
2012	50	Zaragoza	04	Resto de África	249	Uganda	16 a 64	1
2012	50	Zaragoza	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	9
2012	50	Zaragoza	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	59
2012	50	Zaragoza	04	Resto de África	250	Rep. Democrática del Congo	65 y más	1
2012	50	Zaragoza	04	Resto de África	251	Zambia	16 a 64	1
2012	50	Zaragoza	04	Resto de África	252	Zimbabwe	16 a 64	1
2012	50	Zaragoza	04	Resto de África	253	Eritrea	16 a 64	1
2012	50	Zaragoza	05	América del Norte	301	Canadá	0 a 15	4
2012	50	Zaragoza	05	América del Norte	301	Canadá	16 a 64	28
2012	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	0 a 15	43
2012	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	16 a 64	297
2012	50	Zaragoza	05	América del Norte	302	Estados Unidos de América	65 y más	61
2012	50	Zaragoza	06	Resto de América	303	México	0 a 15	18
2012	50	Zaragoza	06	Resto de América	303	México	16 a 64	274
2012	50	Zaragoza	06	Resto de América	303	México	65 y más	4
2012	50	Zaragoza	06	Resto de América	314	Costa Rica	0 a 15	10
2012	50	Zaragoza	06	Resto de América	314	Costa Rica	16 a 64	23
2012	50	Zaragoza	06	Resto de América	314	Costa Rica	65 y más	1
2012	50	Zaragoza	06	Resto de América	315	Cuba	0 a 15	69
2012	50	Zaragoza	06	Resto de América	315	Cuba	16 a 64	830
2012	50	Zaragoza	06	Resto de América	315	Cuba	65 y más	39
2012	50	Zaragoza	06	Resto de América	316	Dominica	16 a 64	10
2012	50	Zaragoza	06	Resto de América	317	El Salvador	0 a 15	38
2012	50	Zaragoza	06	Resto de América	317	El Salvador	16 a 64	220
2012	50	Zaragoza	06	Resto de América	317	El Salvador	65 y más	3
2012	50	Zaragoza	06	Resto de América	319	Guatemala	0 a 15	16
2012	50	Zaragoza	06	Resto de América	319	Guatemala	16 a 64	77
2012	50	Zaragoza	06	Resto de América	319	Guatemala	65 y más	2
2012	50	Zaragoza	06	Resto de América	320	Haití	16 a 64	4
2012	50	Zaragoza	06	Resto de América	321	Honduras	0 a 15	134
2012	50	Zaragoza	06	Resto de América	321	Honduras	16 a 64	620
2012	50	Zaragoza	06	Resto de América	321	Honduras	65 y más	5
2012	50	Zaragoza	06	Resto de América	322	Jamaica	16 a 64	1
2012	50	Zaragoza	06	Resto de América	323	Nicaragua	0 a 15	371
2012	50	Zaragoza	06	Resto de América	323	Nicaragua	16 a 64	3093
2012	50	Zaragoza	06	Resto de América	323	Nicaragua	65 y más	7
2012	50	Zaragoza	06	Resto de América	324	Panamá	0 a 15	3
2012	50	Zaragoza	06	Resto de América	324	Panamá	16 a 64	54
2012	50	Zaragoza	06	Resto de América	324	Panamá	65 y más	1
2012	50	Zaragoza	06	Resto de América	326	República Dominicana	0 a 15	312
2012	50	Zaragoza	06	Resto de América	326	República Dominicana	16 a 64	1493
2012	50	Zaragoza	06	Resto de América	326	República Dominicana	65 y más	32
2012	50	Zaragoza	06	Resto de América	327	Trinidad y Tobago	16 a 64	1
2012	50	Zaragoza	06	Resto de América	340	Argentina	0 a 15	116
2012	50	Zaragoza	06	Resto de América	340	Argentina	16 a 64	832
2012	50	Zaragoza	06	Resto de América	340	Argentina	65 y más	50
2012	50	Zaragoza	06	Resto de América	341	Bolivia	0 a 15	81
2012	50	Zaragoza	06	Resto de América	341	Bolivia	16 a 64	470
2012	50	Zaragoza	06	Resto de América	341	Bolivia	65 y más	2
2012	50	Zaragoza	06	Resto de América	342	Brasil	0 a 15	206
2012	50	Zaragoza	06	Resto de América	342	Brasil	16 a 64	1268
2012	50	Zaragoza	06	Resto de América	342	Brasil	65 y más	15
2012	50	Zaragoza	06	Resto de América	343	Colombia	0 a 15	663
2012	50	Zaragoza	06	Resto de América	343	Colombia	16 a 64	3874
2012	50	Zaragoza	06	Resto de América	343	Colombia	65 y más	107
2012	50	Zaragoza	06	Resto de América	344	Chile	0 a 15	103
2012	50	Zaragoza	06	Resto de América	344	Chile	16 a 64	437
2012	50	Zaragoza	06	Resto de América	344	Chile	65 y más	17
2012	50	Zaragoza	06	Resto de América	345	Ecuador	0 a 15	1226
2012	50	Zaragoza	06	Resto de América	345	Ecuador	16 a 64	5275
2012	50	Zaragoza	06	Resto de América	345	Ecuador	65 y más	89
2012	50	Zaragoza	06	Resto de América	347	Paraguay	0 a 15	39
2012	50	Zaragoza	06	Resto de América	347	Paraguay	16 a 64	214
2012	50	Zaragoza	06	Resto de América	347	Paraguay	65 y más	6
2012	50	Zaragoza	06	Resto de América	348	Perú	0 a 15	243
2012	50	Zaragoza	06	Resto de América	348	Perú	16 a 64	1445
2012	50	Zaragoza	06	Resto de América	348	Perú	65 y más	47
2012	50	Zaragoza	06	Resto de América	350	Uruguay	0 a 15	59
2012	50	Zaragoza	06	Resto de América	350	Uruguay	16 a 64	257
2012	50	Zaragoza	06	Resto de América	350	Uruguay	65 y más	19
2012	50	Zaragoza	06	Resto de América	351	Venezuela	0 a 15	103
2012	50	Zaragoza	06	Resto de América	351	Venezuela	16 a 64	579
2012	50	Zaragoza	06	Resto de América	351	Venezuela	65 y más	25
2012	50	Zaragoza	07	Asia	401	Afganistán	0 a 15	1
2012	50	Zaragoza	07	Asia	401	Afganistán	16 a 64	2
2012	50	Zaragoza	07	Asia	402	Arabia Saudí	16 a 64	1
2012	50	Zaragoza	07	Asia	404	Bangladesh	0 a 15	3
2012	50	Zaragoza	07	Asia	404	Bangladesh	16 a 64	17
2012	50	Zaragoza	07	Asia	404	Bangladesh	65 y más	2
2012	50	Zaragoza	07	Asia	407	China	0 a 15	1030
2012	50	Zaragoza	07	Asia	407	China	16 a 64	3312
2012	50	Zaragoza	07	Asia	407	China	65 y más	63
2012	50	Zaragoza	07	Asia	409	Filipinas	0 a 15	7
2012	50	Zaragoza	07	Asia	409	Filipinas	16 a 64	22
2012	50	Zaragoza	07	Asia	409	Filipinas	65 y más	1
2012	50	Zaragoza	07	Asia	410	India	0 a 15	24
2012	50	Zaragoza	07	Asia	410	India	16 a 64	107
2012	50	Zaragoza	07	Asia	410	India	65 y más	1
2012	50	Zaragoza	07	Asia	411	Indonesia	16 a 64	9
2012	50	Zaragoza	07	Asia	412	Irak	16 a 64	2
2012	50	Zaragoza	07	Asia	413	Irán	16 a 64	11
2012	50	Zaragoza	07	Asia	413	Irán	65 y más	1
2012	50	Zaragoza	07	Asia	414	Israel	0 a 15	3
2012	50	Zaragoza	07	Asia	414	Israel	16 a 64	13
2012	50	Zaragoza	07	Asia	414	Israel	65 y más	1
2012	50	Zaragoza	07	Asia	415	Japón	0 a 15	2
2012	50	Zaragoza	07	Asia	415	Japón	16 a 64	38
2012	50	Zaragoza	07	Asia	415	Japón	65 y más	2
2012	50	Zaragoza	07	Asia	416	Jordania	0 a 15	6
2012	50	Zaragoza	07	Asia	416	Jordania	16 a 64	20
2012	50	Zaragoza	07	Asia	416	Jordania	65 y más	2
2012	50	Zaragoza	07	Asia	418	Kuwait	16 a 64	4
2012	50	Zaragoza	07	Asia	420	Líbano	0 a 15	1
2012	50	Zaragoza	07	Asia	420	Líbano	16 a 64	15
2012	50	Zaragoza	07	Asia	420	Líbano	65 y más	1
2012	50	Zaragoza	07	Asia	421	Malasia	0 a 15	4
2012	50	Zaragoza	07	Asia	421	Malasia	16 a 64	3
2012	50	Zaragoza	07	Asia	423	Mongolia	16 a 64	1
2012	50	Zaragoza	07	Asia	424	Nepal	0 a 15	2
2012	50	Zaragoza	07	Asia	424	Nepal	16 a 64	6
2012	50	Zaragoza	07	Asia	426	Pakistán	0 a 15	111
2012	50	Zaragoza	07	Asia	426	Pakistán	16 a 64	788
2012	50	Zaragoza	07	Asia	426	Pakistán	65 y más	3
2012	50	Zaragoza	07	Asia	430	República de Corea	0 a 15	4
2012	50	Zaragoza	07	Asia	430	República de Corea	16 a 64	22
2012	50	Zaragoza	07	Asia	430	República de Corea	65 y más	2
2012	50	Zaragoza	07	Asia	432	Singapur	16 a 64	1
2012	50	Zaragoza	07	Asia	433	Siria	0 a 15	4
2012	50	Zaragoza	07	Asia	433	Siria	16 a 64	34
2012	50	Zaragoza	07	Asia	433	Siria	65 y más	4
2012	50	Zaragoza	07	Asia	434	Sri-Lanka	16 a 64	2
2012	50	Zaragoza	07	Asia	435	Tailandia	16 a 64	8
2012	50	Zaragoza	07	Asia	437	Vietnam	0 a 15	3
2012	50	Zaragoza	07	Asia	437	Vietnam	16 a 64	8
2012	50	Zaragoza	07	Asia	441	Yemen	16 a 64	1
2012	50	Zaragoza	07	Asia	442	Azerbaiyan	16 a 64	3
2012	50	Zaragoza	07	Asia	443	Kazajstan	0 a 15	2
2012	50	Zaragoza	07	Asia	443	Kazajstan	16 a 64	7
2012	50	Zaragoza	07	Asia	444	Kirgvistan	0 a 15	1
2012	50	Zaragoza	07	Asia	444	Kirgvistan	16 a 64	20
2012	50	Zaragoza	07	Asia	447	Uzbekistán	0 a 15	4
2012	50	Zaragoza	07	Asia	447	Uzbekistán	16 a 64	5
2012	50	Zaragoza	07	Asia	447	Uzbekistán	65 y más	1
2012	50	Zaragoza	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	8
2012	50	Zaragoza	07	Asia	499	Países sin relaciones diplomáticas	65 y más	1
2012	50	Zaragoza	08	Oceanía	501	Australia	0 a 15	2
2012	50	Zaragoza	08	Oceanía	501	Australia	16 a 64	9
2012	50	Zaragoza	08	Oceanía	504	Nueva Zelanda	16 a 64	7
2012	50	Zaragoza	09	Apátridas y no consta	555	Apátridas	0 a 15	7
2012	50	Zaragoza	09	Apátridas y no consta	555	Apátridas	16 a 64	23
2013	22	Huesca	01	UE-27	102	Austria	16 a 64	9
2013	22	Huesca	01	UE-27	102	Austria	65 y más	4
2013	22	Huesca	01	UE-27	103	Bélgica	0 a 15	9
2013	22	Huesca	01	UE-27	103	Bélgica	16 a 64	64
2013	22	Huesca	01	UE-27	103	Bélgica	65 y más	15
2013	22	Huesca	01	UE-27	104	Bulgaria	0 a 15	366
2013	22	Huesca	01	UE-27	104	Bulgaria	16 a 64	1762
2013	22	Huesca	01	UE-27	104	Bulgaria	65 y más	20
2013	22	Huesca	01	UE-27	107	Dinamarca	0 a 15	2
2013	22	Huesca	01	UE-27	107	Dinamarca	16 a 64	10
2013	22	Huesca	01	UE-27	107	Dinamarca	65 y más	2
2013	22	Huesca	01	UE-27	109	Finlandia	16 a 64	4
2013	22	Huesca	01	UE-27	110	Francia	0 a 15	38
2013	22	Huesca	01	UE-27	110	Francia	16 a 64	335
2013	22	Huesca	01	UE-27	110	Francia	65 y más	117
2013	22	Huesca	01	UE-27	111	Grecia	16 a 64	14
2013	22	Huesca	01	UE-27	112	Hungría	0 a 15	4
2013	22	Huesca	01	UE-27	112	Hungría	16 a 64	19
2013	22	Huesca	01	UE-27	112	Hungría	65 y más	1
2013	22	Huesca	01	UE-27	113	Irlanda	0 a 15	2
2013	22	Huesca	01	UE-27	113	Irlanda	16 a 64	20
2013	22	Huesca	01	UE-27	115	Italia	0 a 15	25
2013	22	Huesca	01	UE-27	115	Italia	16 a 64	209
2013	22	Huesca	01	UE-27	115	Italia	65 y más	14
2013	22	Huesca	01	UE-27	121	Países Bajos	0 a 15	11
2013	22	Huesca	01	UE-27	121	Países Bajos	16 a 64	109
2013	22	Huesca	01	UE-27	121	Países Bajos	65 y más	27
2013	22	Huesca	01	UE-27	122	Polonia	0 a 15	104
2013	22	Huesca	01	UE-27	122	Polonia	16 a 64	612
2013	22	Huesca	01	UE-27	122	Polonia	65 y más	5
2013	22	Huesca	01	UE-27	123	Portugal	0 a 15	123
2013	22	Huesca	01	UE-27	123	Portugal	16 a 64	772
2013	22	Huesca	01	UE-27	123	Portugal	65 y más	15
2013	22	Huesca	01	UE-27	125	Reino Unido	0 a 15	24
2013	22	Huesca	01	UE-27	125	Reino Unido	16 a 64	141
2013	22	Huesca	01	UE-27	125	Reino Unido	65 y más	24
2013	22	Huesca	01	UE-27	126	Alemania	0 a 15	15
2013	22	Huesca	01	UE-27	126	Alemania	16 a 64	127
2013	22	Huesca	01	UE-27	126	Alemania	65 y más	17
2013	22	Huesca	01	UE-27	128	Rumanía	0 a 15	1333
2013	22	Huesca	01	UE-27	128	Rumanía	16 a 64	7361
2013	22	Huesca	01	UE-27	128	Rumanía	65 y más	106
2013	22	Huesca	01	UE-27	131	Suecia	0 a 15	3
2013	22	Huesca	01	UE-27	131	Suecia	16 a 64	6
2013	22	Huesca	01	UE-27	136	Letonia	0 a 15	4
2013	22	Huesca	01	UE-27	136	Letonia	16 a 64	19
2013	22	Huesca	01	UE-27	141	Estonia	16 a 64	2
2013	22	Huesca	01	UE-27	142	Lituania	0 a 15	44
2013	22	Huesca	01	UE-27	142	Lituania	16 a 64	196
2013	22	Huesca	01	UE-27	143	República Checa	0 a 15	1
2013	22	Huesca	01	UE-27	143	República Checa	16 a 64	36
2013	22	Huesca	01	UE-27	144	Eslovaquia	0 a 15	2
2013	22	Huesca	01	UE-27	144	Eslovaquia	16 a 64	33
2013	22	Huesca	01	UE-27	147	Eslovenia	16 a 64	3
2013	22	Huesca	02	Resto de Europa	101	Albania	0 a 15	1
2013	22	Huesca	02	Resto de Europa	101	Albania	16 a 64	5
2013	22	Huesca	02	Resto de Europa	120	Noruega	16 a 64	1
2013	22	Huesca	02	Resto de Europa	124	Andorra	0 a 15	3
2013	22	Huesca	02	Resto de Europa	124	Andorra	16 a 64	4
2013	22	Huesca	02	Resto de Europa	132	Suiza	0 a 15	1
2013	22	Huesca	02	Resto de Europa	132	Suiza	16 a 64	22
2013	22	Huesca	02	Resto de Europa	132	Suiza	65 y más	5
2013	22	Huesca	02	Resto de Europa	135	Ucrania	0 a 15	92
2013	22	Huesca	02	Resto de Europa	135	Ucrania	16 a 64	472
2013	22	Huesca	02	Resto de Europa	135	Ucrania	65 y más	9
2013	22	Huesca	02	Resto de Europa	137	Moldova	0 a 15	5
2013	22	Huesca	02	Resto de Europa	137	Moldova	16 a 64	38
2013	22	Huesca	02	Resto de Europa	138	Bielorrusia	0 a 15	3
2013	22	Huesca	02	Resto de Europa	138	Bielorrusia	16 a 64	13
2013	22	Huesca	02	Resto de Europa	139	Georgia	16 a 64	5
2013	22	Huesca	02	Resto de Europa	148	Armenia	0 a 15	10
2013	22	Huesca	02	Resto de Europa	148	Armenia	16 a 64	40
2013	22	Huesca	02	Resto de Europa	148	Armenia	65 y más	4
2013	22	Huesca	02	Resto de Europa	154	Rusia	0 a 15	14
2013	22	Huesca	02	Resto de Europa	154	Rusia	16 a 64	115
2013	22	Huesca	02	Resto de Europa	154	Rusia	65 y más	2
2013	22	Huesca	02	Resto de Europa	156	Macedonia	16 a 64	1
2013	22	Huesca	02	Resto de Europa	157	Serbia	0 a 15	4
2013	22	Huesca	02	Resto de Europa	157	Serbia	16 a 64	15
2013	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	1
2013	22	Huesca	02	Resto de Europa	436	Turquía	0 a 15	1
2013	22	Huesca	02	Resto de Europa	436	Turquía	16 a 64	8
2013	22	Huesca	03	Magreb	203	Argelia	0 a 15	247
2013	22	Huesca	03	Magreb	203	Argelia	16 a 64	586
2013	22	Huesca	03	Magreb	203	Argelia	65 y más	3
2013	22	Huesca	03	Magreb	228	Marruecos	0 a 15	1167
2013	22	Huesca	03	Magreb	228	Marruecos	16 a 64	2595
2013	22	Huesca	03	Magreb	228	Marruecos	65 y más	22
2013	22	Huesca	03	Magreb	230	Mauritania	0 a 15	20
2013	22	Huesca	03	Magreb	230	Mauritania	16 a 64	112
2013	22	Huesca	03	Magreb	248	Túnez	16 a 64	1
2013	22	Huesca	04	Resto de África	201	Burkina Fasso	0 a 15	9
2013	22	Huesca	04	Resto de África	201	Burkina Fasso	16 a 64	51
2013	22	Huesca	04	Resto de África	202	Angola	0 a 15	1
2013	22	Huesca	04	Resto de África	202	Angola	16 a 64	5
2013	22	Huesca	04	Resto de África	204	Benin	0 a 15	3
2013	22	Huesca	04	Resto de África	204	Benin	16 a 64	3
2013	22	Huesca	04	Resto de África	207	Cabo Verde	0 a 15	3
2013	22	Huesca	04	Resto de África	207	Cabo Verde	16 a 64	14
2013	22	Huesca	04	Resto de África	208	Camerún	16 a 64	8
2013	22	Huesca	04	Resto de África	211	Costa de Marfil	0 a 15	12
2013	22	Huesca	04	Resto de África	211	Costa de Marfil	16 a 64	43
2013	22	Huesca	04	Resto de África	213	Egipto	0 a 15	2
2013	22	Huesca	04	Resto de África	213	Egipto	16 a 64	4
2013	22	Huesca	04	Resto de África	214	Etiopía	0 a 15	2
2013	22	Huesca	04	Resto de África	216	Gambia	0 a 15	133
2013	22	Huesca	04	Resto de África	216	Gambia	16 a 64	598
2013	22	Huesca	04	Resto de África	216	Gambia	65 y más	1
2013	22	Huesca	04	Resto de África	217	Ghana	0 a 15	15
2013	22	Huesca	04	Resto de África	217	Ghana	16 a 64	80
2013	22	Huesca	04	Resto de África	218	Guinea	0 a 15	58
2013	22	Huesca	04	Resto de África	218	Guinea	16 a 64	222
2013	22	Huesca	04	Resto de África	218	Guinea	65 y más	1
2013	22	Huesca	04	Resto de África	219	Guinea Bissau	0 a 15	1
2013	22	Huesca	04	Resto de África	219	Guinea Bissau	16 a 64	25
2013	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	0 a 15	3
2013	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	16 a 64	15
2013	22	Huesca	04	Resto de África	221	Kenia	0 a 15	1
2013	22	Huesca	04	Resto de África	221	Kenia	16 a 64	25
2013	22	Huesca	04	Resto de África	223	Liberia	0 a 15	1
2013	22	Huesca	04	Resto de África	223	Liberia	16 a 64	3
2013	22	Huesca	04	Resto de África	227	Mali	0 a 15	150
2013	22	Huesca	04	Resto de África	227	Mali	16 a 64	840
2013	22	Huesca	04	Resto de África	233	Níger	0 a 15	3
2013	22	Huesca	04	Resto de África	233	Níger	16 a 64	14
2013	22	Huesca	04	Resto de África	234	Nigeria	0 a 15	12
2013	22	Huesca	04	Resto de África	234	Nigeria	16 a 64	71
2013	22	Huesca	04	Resto de África	236	Sudáfrica	65 y más	1
2013	22	Huesca	04	Resto de África	239	Senegal	0 a 15	52
2013	22	Huesca	04	Resto de África	239	Senegal	16 a 64	459
2013	22	Huesca	04	Resto de África	247	Togo	0 a 15	3
2013	22	Huesca	04	Resto de África	247	Togo	16 a 64	5
2013	22	Huesca	05	América del Norte	301	Canadá	16 a 64	5
2013	22	Huesca	05	América del Norte	302	Estados Unidos de América	0 a 15	5
2013	22	Huesca	05	América del Norte	302	Estados Unidos de América	16 a 64	38
2013	22	Huesca	05	América del Norte	302	Estados Unidos de América	65 y más	5
2013	22	Huesca	06	Resto de América	303	México	0 a 15	3
2013	22	Huesca	06	Resto de América	303	México	16 a 64	54
2013	22	Huesca	06	Resto de América	314	Costa Rica	0 a 15	1
2013	22	Huesca	06	Resto de América	314	Costa Rica	16 a 64	3
2013	22	Huesca	06	Resto de América	315	Cuba	0 a 15	15
2013	22	Huesca	06	Resto de América	315	Cuba	16 a 64	152
2013	22	Huesca	06	Resto de América	315	Cuba	65 y más	11
2013	22	Huesca	06	Resto de América	316	Dominica	0 a 15	1
2013	22	Huesca	06	Resto de América	316	Dominica	16 a 64	4
2013	22	Huesca	06	Resto de América	317	El Salvador	0 a 15	2
2013	22	Huesca	06	Resto de América	317	El Salvador	16 a 64	11
2013	22	Huesca	06	Resto de América	317	El Salvador	65 y más	1
2013	22	Huesca	06	Resto de América	319	Guatemala	0 a 15	7
2013	22	Huesca	06	Resto de América	319	Guatemala	16 a 64	18
2013	22	Huesca	06	Resto de América	319	Guatemala	65 y más	1
2013	22	Huesca	06	Resto de América	320	Haití	16 a 64	1
2013	22	Huesca	06	Resto de América	321	Honduras	0 a 15	10
2013	22	Huesca	06	Resto de América	321	Honduras	16 a 64	66
2013	22	Huesca	06	Resto de América	321	Honduras	65 y más	1
2013	22	Huesca	06	Resto de América	323	Nicaragua	0 a 15	12
2013	22	Huesca	06	Resto de América	323	Nicaragua	16 a 64	193
2013	22	Huesca	06	Resto de América	323	Nicaragua	65 y más	1
2013	22	Huesca	06	Resto de América	324	Panamá	0 a 15	1
2013	22	Huesca	06	Resto de América	324	Panamá	16 a 64	7
2013	22	Huesca	06	Resto de América	326	República Dominicana	0 a 15	100
2013	22	Huesca	06	Resto de América	326	República Dominicana	16 a 64	382
2013	22	Huesca	06	Resto de América	326	República Dominicana	65 y más	5
2013	22	Huesca	06	Resto de América	340	Argentina	0 a 15	43
2013	22	Huesca	06	Resto de América	340	Argentina	16 a 64	275
2013	22	Huesca	06	Resto de América	340	Argentina	65 y más	18
2013	22	Huesca	06	Resto de América	341	Bolivia	0 a 15	37
2013	22	Huesca	06	Resto de América	341	Bolivia	16 a 64	250
2013	22	Huesca	06	Resto de América	341	Bolivia	65 y más	1
2013	22	Huesca	06	Resto de América	342	Brasil	0 a 15	37
2013	22	Huesca	06	Resto de América	342	Brasil	16 a 64	209
2013	22	Huesca	06	Resto de América	343	Colombia	0 a 15	108
2013	22	Huesca	06	Resto de América	343	Colombia	16 a 64	644
2013	22	Huesca	06	Resto de América	343	Colombia	65 y más	16
2013	22	Huesca	06	Resto de América	344	Chile	0 a 15	18
2013	22	Huesca	06	Resto de América	344	Chile	16 a 64	74
2013	22	Huesca	06	Resto de América	344	Chile	65 y más	3
2013	22	Huesca	06	Resto de América	345	Ecuador	0 a 15	118
2013	22	Huesca	06	Resto de América	345	Ecuador	16 a 64	533
2013	22	Huesca	06	Resto de América	345	Ecuador	65 y más	4
2013	22	Huesca	06	Resto de América	347	Paraguay	0 a 15	4
2013	22	Huesca	06	Resto de América	347	Paraguay	16 a 64	50
2013	22	Huesca	06	Resto de América	348	Perú	0 a 15	33
2013	22	Huesca	06	Resto de América	348	Perú	16 a 64	154
2013	22	Huesca	06	Resto de América	348	Perú	65 y más	4
2013	22	Huesca	06	Resto de América	350	Uruguay	0 a 15	17
2013	22	Huesca	06	Resto de América	350	Uruguay	16 a 64	103
2013	22	Huesca	06	Resto de América	350	Uruguay	65 y más	2
2013	22	Huesca	06	Resto de América	351	Venezuela	0 a 15	15
2013	22	Huesca	06	Resto de América	351	Venezuela	16 a 64	120
2013	22	Huesca	06	Resto de América	351	Venezuela	65 y más	5
2013	22	Huesca	07	Asia	404	Bangladesh	16 a 64	6
2013	22	Huesca	07	Asia	407	China	0 a 15	87
2013	22	Huesca	07	Asia	407	China	16 a 64	252
2013	22	Huesca	07	Asia	407	China	65 y más	6
2013	22	Huesca	07	Asia	409	Filipinas	16 a 64	6
2013	22	Huesca	07	Asia	410	India	16 a 64	16
2013	22	Huesca	07	Asia	413	Irán	16 a 64	1
2013	22	Huesca	07	Asia	414	Israel	16 a 64	1
2013	22	Huesca	07	Asia	415	Japón	16 a 64	5
2013	22	Huesca	07	Asia	415	Japón	65 y más	1
2013	22	Huesca	07	Asia	416	Jordania	16 a 64	1
2013	22	Huesca	07	Asia	419	Laos	16 a 64	1
2013	22	Huesca	07	Asia	420	Líbano	16 a 64	2
2013	22	Huesca	07	Asia	421	Malasia	16 a 64	1
2013	22	Huesca	07	Asia	423	Mongolia	16 a 64	1
2013	22	Huesca	07	Asia	424	Nepal	16 a 64	2
2013	22	Huesca	07	Asia	426	Pakistán	0 a 15	22
2013	22	Huesca	07	Asia	426	Pakistán	16 a 64	86
2013	22	Huesca	07	Asia	430	República de Corea	16 a 64	1
2013	22	Huesca	07	Asia	433	Siria	16 a 64	3
2013	22	Huesca	07	Asia	433	Siria	65 y más	1
2013	22	Huesca	07	Asia	435	Tailandia	16 a 64	8
2013	22	Huesca	07	Asia	437	Vietnam	16 a 64	1
2013	22	Huesca	07	Asia	447	Uzbekistán	16 a 64	1
2013	22	Huesca	07	Asia	448	Bhután	16 a 64	2
2013	22	Huesca	07	Asia	448	Bhután	65 y más	1
2013	22	Huesca	07	Asia	499	Países sin relaciones diplomáticas	0 a 15	2
2013	22	Huesca	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	8
2013	22	Huesca	08	Oceanía	501	Australia	16 a 64	2
2013	22	Huesca	08	Oceanía	501	Australia	65 y más	2
2013	22	Huesca	08	Oceanía	511	Micronesia	0 a 15	1
2013	22	Huesca	08	Oceanía	511	Micronesia	16 a 64	3
2013	22	Huesca	08	Oceanía	512	Tuvalu	65 y más	1
2013	22	Huesca	08	Oceanía	516	Palaos	0 a 15	6
2013	22	Huesca	08	Oceanía	516	Palaos	16 a 64	5
2013	44	Teruel	01	UE-27	102	Austria	16 a 64	3
2013	44	Teruel	01	UE-27	102	Austria	65 y más	1
2013	44	Teruel	01	UE-27	103	Bélgica	16 a 64	7
2013	44	Teruel	01	UE-27	104	Bulgaria	0 a 15	49
