Año	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Edad (grandes grupos)	Sexo	Personas
2016	22	Huesca	22117	Graus	16-64	Hombre	35
2016	22	Huesca	22117	Graus	16-64	Mujer	48
2016	22	Huesca	22117	Graus	65 y más	Hombre	16
2016	22	Huesca	22117	Graus	65 y más	Mujer	22
2016	22	Huesca	22119	Gurrea de Gállego	0-15	Hombre	1
2016	22	Huesca	22119	Gurrea de Gállego	16-64	Hombre	13
2016	22	Huesca	22119	Gurrea de Gállego	16-64	Mujer	6
2016	22	Huesca	22119	Gurrea de Gállego	65 y más	Hombre	7
2016	22	Huesca	22119	Gurrea de Gállego	65 y más	Mujer	10
2016	22	Huesca	22122	Hoz de Jaca	16-64	Hombre	1
2016	22	Huesca	22122	Hoz de Jaca	65 y más	Hombre	2
2016	22	Huesca	22122	Hoz de Jaca	65 y más	Mujer	1
2016	22	Huesca	22124	Huerto	0-15	Hombre	2
2016	22	Huesca	22124	Huerto	0-15	Mujer	1
2016	22	Huesca	22124	Huerto	16-64	Hombre	6
2016	22	Huesca	22124	Huerto	16-64	Mujer	7
2016	22	Huesca	22124	Huerto	65 y más	Hombre	2
2016	22	Huesca	22124	Huerto	65 y más	Mujer	3
2016	22	Huesca	22125	Huesca	0-15	Hombre	213
2016	22	Huesca	22125	Huesca	0-15	Mujer	194
2016	22	Huesca	22125	Huesca	16-64	Hombre	550
2016	22	Huesca	22125	Huesca	16-64	Mujer	551
2016	22	Huesca	22125	Huesca	65 y más	Hombre	150
2016	22	Huesca	22125	Huesca	65 y más	Mujer	169
2016	22	Huesca	22126	Ibieca	65 y más	Hombre	2
2016	22	Huesca	22126	Ibieca	65 y más	Mujer	1
2016	22	Huesca	22127	Igriés	16-64	Hombre	2
2016	22	Huesca	22127	Igriés	16-64	Mujer	6
2016	22	Huesca	22128	Ilche	16-64	Hombre	1
2016	22	Huesca	22128	Ilche	16-64	Mujer	2
2016	22	Huesca	22128	Ilche	65 y más	Mujer	3
2016	22	Huesca	22129	Isábena	0-15	Mujer	1
2016	22	Huesca	22129	Isábena	16-64	Hombre	5
2016	22	Huesca	22129	Isábena	16-64	Mujer	4
2016	22	Huesca	22129	Isábena	65 y más	Hombre	4
2016	22	Huesca	22129	Isábena	65 y más	Mujer	4
2016	22	Huesca	22130	Jaca	0-15	Hombre	49
2016	22	Huesca	22130	Jaca	0-15	Mujer	58
2016	22	Huesca	22130	Jaca	16-64	Hombre	193
2016	22	Huesca	22130	Jaca	16-64	Mujer	183
2016	22	Huesca	22130	Jaca	65 y más	Hombre	56
2016	22	Huesca	22130	Jaca	65 y más	Mujer	64
2016	22	Huesca	22131	Jasa	0-15	Hombre	1
2016	22	Huesca	22131	Jasa	16-64	Hombre	3
2016	22	Huesca	22131	Jasa	16-64	Mujer	3
2016	22	Huesca	22131	Jasa	65 y más	Hombre	5
2016	22	Huesca	22131	Jasa	65 y más	Mujer	3
2016	22	Huesca	22133	Labuerda	16-64	Hombre	2
2016	22	Huesca	22133	Labuerda	16-64	Mujer	1
2016	22	Huesca	22133	Labuerda	65 y más	Hombre	1
2016	22	Huesca	22133	Labuerda	65 y más	Mujer	2
2016	22	Huesca	22135	Laluenga	0-15	Hombre	1
2016	22	Huesca	22135	Laluenga	16-64	Mujer	2
2016	22	Huesca	22135	Laluenga	65 y más	Mujer	3
2016	22	Huesca	22136	Lalueza	0-15	Hombre	1
2016	22	Huesca	22136	Lalueza	0-15	Mujer	1
2016	22	Huesca	22136	Lalueza	16-64	Hombre	3
2016	22	Huesca	22136	Lalueza	16-64	Mujer	4
2016	22	Huesca	22136	Lalueza	65 y más	Hombre	2
2016	22	Huesca	22136	Lalueza	65 y más	Mujer	4
2016	22	Huesca	22137	Lanaja	0-15	Hombre	5
2016	22	Huesca	22137	Lanaja	0-15	Mujer	3
2016	22	Huesca	22137	Lanaja	16-64	Hombre	13
2016	22	Huesca	22137	Lanaja	16-64	Mujer	17
2016	22	Huesca	22137	Lanaja	65 y más	Hombre	9
2016	22	Huesca	22137	Lanaja	65 y más	Mujer	14
2016	22	Huesca	22139	Laperdiguera	65 y más	Hombre	1
2016	22	Huesca	22141	Lascellas-Ponzano	16-64	Hombre	2
2016	22	Huesca	22141	Lascellas-Ponzano	65 y más	Hombre	1
2016	22	Huesca	22141	Lascellas-Ponzano	65 y más	Mujer	2
2016	22	Huesca	22142	Lascuarre	16-64	Hombre	1
2016	22	Huesca	22142	Lascuarre	16-64	Mujer	1
2016	22	Huesca	22142	Lascuarre	65 y más	Hombre	4
2016	22	Huesca	22143	Laspaúles	16-64	Hombre	2
2016	22	Huesca	22143	Laspaúles	16-64	Mujer	3
2016	22	Huesca	22143	Laspaúles	65 y más	Hombre	3
2016	22	Huesca	22143	Laspaúles	65 y más	Mujer	7
2016	22	Huesca	22144	Laspuña	0-15	Hombre	3
2016	22	Huesca	22144	Laspuña	0-15	Mujer	3
2016	22	Huesca	22144	Laspuña	16-64	Hombre	23
2016	22	Huesca	22144	Laspuña	16-64	Mujer	21
2016	22	Huesca	22144	Laspuña	65 y más	Hombre	7
2016	22	Huesca	22144	Laspuña	65 y más	Mujer	5
2016	22	Huesca	22149	Loarre	0-15	Hombre	1
2016	22	Huesca	22149	Loarre	16-64	Hombre	1
2016	22	Huesca	22149	Loarre	16-64	Mujer	3
2016	22	Huesca	22149	Loarre	65 y más	Hombre	3
2016	22	Huesca	22149	Loarre	65 y más	Mujer	7
2016	22	Huesca	22150	Loporzano	0-15	Hombre	2
2016	22	Huesca	22150	Loporzano	16-64	Hombre	7
2016	22	Huesca	22150	Loporzano	16-64	Mujer	4
2016	22	Huesca	22150	Loporzano	65 y más	Hombre	5
2016	22	Huesca	22150	Loporzano	65 y más	Mujer	2
2016	22	Huesca	22151	Loscorrales	16-64	Mujer	4
2016	22	Huesca	22155	Monesma y Cajigar	65 y más	Mujer	1
2016	22	Huesca	22156	Monflorite-Lascasas	16-64	Mujer	1
2016	22	Huesca	22156	Monflorite-Lascasas	65 y más	Hombre	1
2016	22	Huesca	22156	Monflorite-Lascasas	65 y más	Mujer	1
2016	22	Huesca	22157	Montanuy	0-15	Hombre	2
2016	22	Huesca	22157	Montanuy	16-64	Hombre	4
2016	22	Huesca	22157	Montanuy	16-64	Mujer	2
2016	22	Huesca	22157	Montanuy	65 y más	Hombre	2
2016	22	Huesca	22157	Montanuy	65 y más	Mujer	5
2016	22	Huesca	22158	Monzón	0-15	Hombre	61
2016	22	Huesca	22158	Monzón	0-15	Mujer	39
2016	22	Huesca	22158	Monzón	16-64	Hombre	99
2016	22	Huesca	22158	Monzón	16-64	Mujer	105
2016	22	Huesca	22158	Monzón	65 y más	Hombre	29
2016	22	Huesca	22158	Monzón	65 y más	Mujer	45
2016	22	Huesca	22160	Naval	16-64	Hombre	11
2016	22	Huesca	22160	Naval	16-64	Mujer	9
2016	22	Huesca	22160	Naval	65 y más	Hombre	8
2016	22	Huesca	22160	Naval	65 y más	Mujer	17
2016	22	Huesca	22162	Novales	16-64	Mujer	1
2016	22	Huesca	22162	Novales	65 y más	Hombre	1
2016	22	Huesca	22162	Novales	65 y más	Mujer	3
2016	22	Huesca	22163	Nueno	16-64	Hombre	1
2016	22	Huesca	22163	Nueno	65 y más	Hombre	1
2016	22	Huesca	22163	Nueno	65 y más	Mujer	1
2016	22	Huesca	22164	Olvena	16-64	Hombre	1
2016	22	Huesca	22164	Olvena	65 y más	Hombre	1
2016	22	Huesca	22165	Ontiñena	16-64	Hombre	2
2016	22	Huesca	22165	Ontiñena	16-64	Mujer	6
2016	22	Huesca	22165	Ontiñena	65 y más	Hombre	6
2016	22	Huesca	22165	Ontiñena	65 y más	Mujer	7
2016	22	Huesca	22167	Osso de Cinca	16-64	Hombre	3
2016	22	Huesca	22167	Osso de Cinca	65 y más	Hombre	4
2016	22	Huesca	22168	Palo	16-64	Hombre	6
2016	22	Huesca	22168	Palo	16-64	Mujer	7
2016	22	Huesca	22168	Palo	65 y más	Hombre	1
2016	22	Huesca	22168	Palo	65 y más	Mujer	1
2016	22	Huesca	22170	Panticosa	0-15	Hombre	4
2016	22	Huesca	22170	Panticosa	0-15	Mujer	1
2016	22	Huesca	22170	Panticosa	16-64	Hombre	14
2016	22	Huesca	22170	Panticosa	16-64	Mujer	25
2016	22	Huesca	22170	Panticosa	65 y más	Hombre	12
2016	22	Huesca	22170	Panticosa	65 y más	Mujer	7
2016	22	Huesca	22172	Peñalba	0-15	Hombre	3
2016	22	Huesca	22172	Peñalba	16-64	Hombre	4
2016	22	Huesca	22172	Peñalba	16-64	Mujer	4
2016	22	Huesca	22172	Peñalba	65 y más	Hombre	4
2016	22	Huesca	22172	Peñalba	65 y más	Mujer	6
2016	22	Huesca	22173	Peñas de Riglos (Las)	16-64	Hombre	8
2016	22	Huesca	22173	Peñas de Riglos (Las)	16-64	Mujer	3
2016	22	Huesca	22173	Peñas de Riglos (Las)	65 y más	Hombre	8
2016	22	Huesca	22173	Peñas de Riglos (Las)	65 y más	Mujer	4
2016	22	Huesca	22174	Peralta de Alcofea	0-15	Hombre	2
2016	22	Huesca	22174	Peralta de Alcofea	0-15	Mujer	1
2016	22	Huesca	22174	Peralta de Alcofea	16-64	Hombre	6
2016	22	Huesca	22174	Peralta de Alcofea	16-64	Mujer	2
2016	22	Huesca	22174	Peralta de Alcofea	65 y más	Hombre	6
2016	22	Huesca	22174	Peralta de Alcofea	65 y más	Mujer	5
2016	22	Huesca	22175	Peralta de Calasanz	16-64	Hombre	1
2016	22	Huesca	22175	Peralta de Calasanz	16-64	Mujer	2
2016	22	Huesca	22175	Peralta de Calasanz	65 y más	Hombre	9
2016	22	Huesca	22175	Peralta de Calasanz	65 y más	Mujer	2
2016	22	Huesca	22176	Peraltilla	16-64	Hombre	1
2016	22	Huesca	22176	Peraltilla	65 y más	Hombre	2
2016	22	Huesca	22177	Perarrúa	0-15	Hombre	5
2016	22	Huesca	22177	Perarrúa	0-15	Mujer	7
2016	22	Huesca	22177	Perarrúa	16-64	Hombre	11
2016	22	Huesca	22177	Perarrúa	16-64	Mujer	10
2016	22	Huesca	22177	Perarrúa	65 y más	Hombre	6
2016	22	Huesca	22177	Perarrúa	65 y más	Mujer	3
2016	22	Huesca	22178	Pertusa	0-15	Mujer	2
2016	22	Huesca	22178	Pertusa	16-64	Hombre	8
2016	22	Huesca	22178	Pertusa	16-64	Mujer	4
2016	22	Huesca	22178	Pertusa	65 y más	Hombre	4
2016	22	Huesca	22178	Pertusa	65 y más	Mujer	4
2016	22	Huesca	22181	Piracés	16-64	Hombre	1
2016	22	Huesca	22182	Plan	0-15	Hombre	1
2016	22	Huesca	22182	Plan	16-64	Hombre	12
2016	22	Huesca	22182	Plan	16-64	Mujer	6
2016	22	Huesca	22182	Plan	65 y más	Hombre	2
2016	22	Huesca	22182	Plan	65 y más	Mujer	10
2016	22	Huesca	22184	Poleñino	16-64	Hombre	2
2016	22	Huesca	22184	Poleñino	16-64	Mujer	5
2016	22	Huesca	22184	Poleñino	65 y más	Mujer	1
2016	22	Huesca	22186	Pozán de Vero	16-64	Hombre	2
2016	22	Huesca	22186	Pozán de Vero	16-64	Mujer	6
2016	22	Huesca	22186	Pozán de Vero	65 y más	Hombre	2
2016	22	Huesca	22186	Pozán de Vero	65 y más	Mujer	4
2016	22	Huesca	22187	Puebla de Castro (La)	0-15	Hombre	1
2016	22	Huesca	22187	Puebla de Castro (La)	0-15	Mujer	2
2016	22	Huesca	22187	Puebla de Castro (La)	16-64	Hombre	5
2016	22	Huesca	22187	Puebla de Castro (La)	16-64	Mujer	8
2016	22	Huesca	22187	Puebla de Castro (La)	65 y más	Hombre	4
2016	22	Huesca	22187	Puebla de Castro (La)	65 y más	Mujer	4
2016	22	Huesca	22188	Puente de Montañana	16-64	Hombre	3
2016	22	Huesca	22188	Puente de Montañana	16-64	Mujer	1
2016	22	Huesca	22188	Puente de Montañana	65 y más	Hombre	2
2016	22	Huesca	22188	Puente de Montañana	65 y más	Mujer	1
2016	22	Huesca	22189	Puértolas	0-15	Mujer	1
2016	22	Huesca	22189	Puértolas	16-64	Hombre	3
2016	22	Huesca	22189	Puértolas	16-64	Mujer	6
2016	22	Huesca	22189	Puértolas	65 y más	Hombre	5
2016	22	Huesca	22189	Puértolas	65 y más	Mujer	6
2016	22	Huesca	22190	Pueyo de Araguás (El)	16-64	Mujer	1
2016	22	Huesca	22190	Pueyo de Araguás (El)	65 y más	Hombre	1
2016	22	Huesca	22190	Pueyo de Araguás (El)	65 y más	Mujer	1
2016	22	Huesca	22193	Pueyo de Santa Cruz	16-64	Hombre	2
2016	22	Huesca	22193	Pueyo de Santa Cruz	16-64	Mujer	2
2016	22	Huesca	22195	Quicena	0-15	Hombre	1
2016	22	Huesca	22195	Quicena	16-64	Hombre	2
2016	22	Huesca	22197	Robres	16-64	Hombre	9
2016	22	Huesca	22197	Robres	16-64	Mujer	5
2016	22	Huesca	22197	Robres	65 y más	Hombre	4
2016	22	Huesca	22197	Robres	65 y más	Mujer	3
2016	22	Huesca	22199	Sabiñánigo	0-15	Hombre	15
2016	22	Huesca	22199	Sabiñánigo	0-15	Mujer	19
2016	22	Huesca	22199	Sabiñánigo	16-64	Hombre	55
2016	22	Huesca	22199	Sabiñánigo	16-64	Mujer	58
2016	22	Huesca	22199	Sabiñánigo	65 y más	Hombre	11
2016	22	Huesca	22199	Sabiñánigo	65 y más	Mujer	21
2016	22	Huesca	22200	Sahún	16-64	Hombre	7
2016	22	Huesca	22200	Sahún	16-64	Mujer	4
2016	22	Huesca	22200	Sahún	65 y más	Hombre	9
2016	22	Huesca	22200	Sahún	65 y más	Mujer	6
2016	22	Huesca	22201	Salas Altas	0-15	Hombre	1
2016	22	Huesca	22201	Salas Altas	0-15	Mujer	1
2016	22	Huesca	22201	Salas Altas	16-64	Hombre	2
2016	22	Huesca	22201	Salas Altas	16-64	Mujer	4
2016	22	Huesca	22201	Salas Altas	65 y más	Hombre	8
2016	22	Huesca	22201	Salas Altas	65 y más	Mujer	5
2016	22	Huesca	22202	Salas Bajas	0-15	Hombre	1
2016	22	Huesca	22202	Salas Bajas	16-64	Hombre	1
2016	22	Huesca	22202	Salas Bajas	16-64	Mujer	4
2016	22	Huesca	22202	Salas Bajas	65 y más	Hombre	2
2016	22	Huesca	22202	Salas Bajas	65 y más	Mujer	1
2016	22	Huesca	22203	Salillas	16-64	Mujer	2
2016	22	Huesca	22203	Salillas	65 y más	Hombre	1
2016	22	Huesca	22203	Salillas	65 y más	Mujer	2
2016	22	Huesca	22204	Sallent de Gállego	0-15	Hombre	4
2016	22	Huesca	22204	Sallent de Gállego	0-15	Mujer	9
2016	22	Huesca	22204	Sallent de Gállego	16-64	Hombre	35
2016	22	Huesca	22204	Sallent de Gállego	16-64	Mujer	38
2016	22	Huesca	22204	Sallent de Gállego	65 y más	Hombre	6
2016	22	Huesca	22204	Sallent de Gállego	65 y más	Mujer	9
2016	22	Huesca	22205	San Esteban de Litera	0-15	Hombre	1
2016	22	Huesca	22205	San Esteban de Litera	0-15	Mujer	2
2016	22	Huesca	22205	San Esteban de Litera	16-64	Hombre	8
2016	22	Huesca	22205	San Esteban de Litera	16-64	Mujer	6
2016	22	Huesca	22205	San Esteban de Litera	65 y más	Hombre	7
2016	22	Huesca	22205	San Esteban de Litera	65 y más	Mujer	7
2016	22	Huesca	22206	Sangarrén	0-15	Mujer	1
2016	22	Huesca	22206	Sangarrén	16-64	Hombre	1
2016	22	Huesca	22206	Sangarrén	16-64	Mujer	2
2016	22	Huesca	22206	Sangarrén	65 y más	Hombre	1
2016	22	Huesca	22206	Sangarrén	65 y más	Mujer	3
2016	22	Huesca	22207	San Juan de Plan	16-64	Mujer	1
2016	22	Huesca	22207	San Juan de Plan	65 y más	Hombre	2
2016	22	Huesca	22208	Santa Cilia	0-15	Hombre	1
2016	22	Huesca	22208	Santa Cilia	0-15	Mujer	1
2016	22	Huesca	22208	Santa Cilia	16-64	Hombre	5
2016	22	Huesca	22208	Santa Cilia	16-64	Mujer	5
2016	22	Huesca	22208	Santa Cilia	65 y más	Hombre	2
2016	22	Huesca	22208	Santa Cilia	65 y más	Mujer	1
2016	22	Huesca	22209	Santa Cruz de la Serós	0-15	Hombre	1
2016	22	Huesca	22209	Santa Cruz de la Serós	16-64	Hombre	2
2016	22	Huesca	22209	Santa Cruz de la Serós	16-64	Mujer	2
2016	22	Huesca	22209	Santa Cruz de la Serós	65 y más	Hombre	2
2016	22	Huesca	22209	Santa Cruz de la Serós	65 y más	Mujer	5
2016	22	Huesca	22212	Santaliestra y San Quílez	16-64	Hombre	5
2016	22	Huesca	22212	Santaliestra y San Quílez	16-64	Mujer	7
2016	22	Huesca	22212	Santaliestra y San Quílez	65 y más	Hombre	1
2016	22	Huesca	22212	Santaliestra y San Quílez	65 y más	Mujer	3
2016	22	Huesca	22213	Sariñena	0-15	Hombre	5
2016	22	Huesca	22213	Sariñena	0-15	Mujer	7
2016	22	Huesca	22213	Sariñena	16-64	Hombre	27
2016	22	Huesca	22213	Sariñena	16-64	Mujer	27
2016	22	Huesca	22213	Sariñena	65 y más	Hombre	20
2016	22	Huesca	22213	Sariñena	65 y más	Mujer	17
2016	22	Huesca	22214	Secastilla	16-64	Hombre	4
2016	22	Huesca	22214	Secastilla	16-64	Mujer	1
2016	22	Huesca	22214	Secastilla	65 y más	Mujer	1
2016	22	Huesca	22215	Seira	16-64	Hombre	2
2016	22	Huesca	22215	Seira	16-64	Mujer	4
2016	22	Huesca	22215	Seira	65 y más	Hombre	2
2016	22	Huesca	22215	Seira	65 y más	Mujer	3
2016	22	Huesca	22217	Sena	0-15	Hombre	1
2016	22	Huesca	22217	Sena	16-64	Hombre	4
2016	22	Huesca	22217	Sena	16-64	Mujer	1
2016	22	Huesca	22217	Sena	65 y más	Hombre	2
2016	22	Huesca	22217	Sena	65 y más	Mujer	2
2016	22	Huesca	22218	Senés de Alcubierre	65 y más	Mujer	1
2016	22	Huesca	22220	Sesa	16-64	Hombre	3
2016	22	Huesca	22220	Sesa	16-64	Mujer	1
2016	22	Huesca	22220	Sesa	65 y más	Hombre	4
2016	22	Huesca	22220	Sesa	65 y más	Mujer	4
2016	22	Huesca	22221	Sesué	16-64	Hombre	2
2016	22	Huesca	22221	Sesué	16-64	Mujer	1
2016	22	Huesca	22222	Siétamo	16-64	Hombre	3
2016	22	Huesca	22222	Siétamo	16-64	Mujer	3
2016	22	Huesca	22222	Siétamo	65 y más	Hombre	2
2016	22	Huesca	22222	Siétamo	65 y más	Mujer	4
2016	22	Huesca	22223	Sopeira	16-64	Hombre	1
2016	22	Huesca	22225	Tamarite de Litera	0-15	Hombre	9
2016	22	Huesca	22225	Tamarite de Litera	0-15	Mujer	3
2016	22	Huesca	22225	Tamarite de Litera	16-64	Hombre	25
2016	22	Huesca	22225	Tamarite de Litera	16-64	Mujer	26
2016	22	Huesca	22225	Tamarite de Litera	65 y más	Hombre	19
2016	22	Huesca	22225	Tamarite de Litera	65 y más	Mujer	11
2016	22	Huesca	22226	Tardienta	0-15	Hombre	2
2016	22	Huesca	22226	Tardienta	0-15	Mujer	4
2016	22	Huesca	22226	Tardienta	16-64	Hombre	5
2016	22	Huesca	22226	Tardienta	16-64	Mujer	8
2016	22	Huesca	22226	Tardienta	65 y más	Hombre	7
2016	22	Huesca	22226	Tardienta	65 y más	Mujer	3
2016	22	Huesca	22227	Tella-Sin	0-15	Hombre	1
2016	22	Huesca	22227	Tella-Sin	0-15	Mujer	3
2016	22	Huesca	22227	Tella-Sin	16-64	Hombre	8
2016	22	Huesca	22227	Tella-Sin	16-64	Mujer	14
2016	22	Huesca	22227	Tella-Sin	65 y más	Hombre	4
2016	22	Huesca	22227	Tella-Sin	65 y más	Mujer	10
2016	22	Huesca	22228	Tierz	65 y más	Mujer	1
2016	22	Huesca	22229	Tolva	16-64	Hombre	1
2016	22	Huesca	22229	Tolva	16-64	Mujer	4
2016	22	Huesca	22229	Tolva	65 y más	Hombre	2
2016	22	Huesca	22229	Tolva	65 y más	Mujer	1
2016	22	Huesca	22230	Torla-Ordesa	0-15	Hombre	6
2016	22	Huesca	22230	Torla-Ordesa	0-15	Mujer	7
2016	22	Huesca	22230	Torla-Ordesa	16-64	Hombre	35
2016	22	Huesca	22230	Torla-Ordesa	16-64	Mujer	34
2016	22	Huesca	22230	Torla-Ordesa	65 y más	Hombre	19
2016	22	Huesca	22230	Torla-Ordesa	65 y más	Mujer	23
2016	22	Huesca	22232	Torralba de Aragón	16-64	Hombre	1
2016	22	Huesca	22232	Torralba de Aragón	16-64	Mujer	2
2016	22	Huesca	22232	Torralba de Aragón	65 y más	Hombre	2
2016	22	Huesca	22232	Torralba de Aragón	65 y más	Mujer	3
2016	22	Huesca	22234	Torrente de Cinca	0-15	Hombre	1
2016	22	Huesca	22234	Torrente de Cinca	16-64	Hombre	8
2016	22	Huesca	22234	Torrente de Cinca	16-64	Mujer	12
2016	22	Huesca	22234	Torrente de Cinca	65 y más	Hombre	4
2016	22	Huesca	22234	Torrente de Cinca	65 y más	Mujer	2
2016	22	Huesca	22235	Torres de Alcanadre	16-64	Hombre	1
2016	22	Huesca	22235	Torres de Alcanadre	65 y más	Mujer	1
2016	22	Huesca	22236	Torres de Barbués	0-15	Hombre	1
2016	22	Huesca	22236	Torres de Barbués	0-15	Mujer	1
2016	22	Huesca	22236	Torres de Barbués	16-64	Mujer	2
2016	22	Huesca	22236	Torres de Barbués	65 y más	Mujer	1
2016	22	Huesca	22242	Valfarta	16-64	Hombre	1
2016	22	Huesca	22242	Valfarta	65 y más	Mujer	1
2016	22	Huesca	22244	Valle de Lierp	16-64	Hombre	4
2016	22	Huesca	22244	Valle de Lierp	16-64	Mujer	2
2016	22	Huesca	22245	Velilla de Cinca	0-15	Hombre	1
2016	22	Huesca	22245	Velilla de Cinca	16-64	Hombre	3
2016	22	Huesca	22245	Velilla de Cinca	16-64	Mujer	3
2016	22	Huesca	22245	Velilla de Cinca	65 y más	Hombre	1
2016	22	Huesca	22245	Velilla de Cinca	65 y más	Mujer	2
2016	22	Huesca	22246	Beranuy	16-64	Hombre	3
2016	22	Huesca	22246	Beranuy	16-64	Mujer	1
2016	22	Huesca	22246	Beranuy	65 y más	Hombre	1
2016	22	Huesca	22246	Beranuy	65 y más	Mujer	2
2016	22	Huesca	22247	Viacamp y Litera	16-64	Mujer	1
2016	22	Huesca	22247	Viacamp y Litera	65 y más	Hombre	2
2016	22	Huesca	22248	Vicién	16-64	Hombre	1
2016	22	Huesca	22248	Vicién	16-64	Mujer	1
2016	22	Huesca	22248	Vicién	65 y más	Hombre	3
2016	22	Huesca	22248	Vicién	65 y más	Mujer	2
2016	22	Huesca	22249	Villanova	16-64	Hombre	1
2016	22	Huesca	22249	Villanova	65 y más	Hombre	4
2016	22	Huesca	22249	Villanova	65 y más	Mujer	3
2016	22	Huesca	22250	Villanúa	0-15	Hombre	2
2016	22	Huesca	22250	Villanúa	0-15	Mujer	1
2016	22	Huesca	22250	Villanúa	16-64	Hombre	10
2016	22	Huesca	22250	Villanúa	16-64	Mujer	7
2016	22	Huesca	22250	Villanúa	65 y más	Hombre	6
2016	22	Huesca	22250	Villanúa	65 y más	Mujer	6
2016	22	Huesca	22251	Villanueva de Sigena	16-64	Hombre	5
2016	22	Huesca	22251	Villanueva de Sigena	16-64	Mujer	26
2016	22	Huesca	22252	Yebra de Basa	65 y más	Hombre	1
2016	22	Huesca	22252	Yebra de Basa	65 y más	Mujer	1
2016	22	Huesca	22253	Yésero	16-64	Hombre	3
2016	22	Huesca	22253	Yésero	65 y más	Hombre	2
2016	22	Huesca	22253	Yésero	65 y más	Mujer	1
2016	22	Huesca	22254	Zaidín	0-15	Hombre	1
2016	22	Huesca	22254	Zaidín	0-15	Mujer	1
2016	22	Huesca	22254	Zaidín	16-64	Hombre	6
2016	22	Huesca	22254	Zaidín	16-64	Mujer	8
2016	22	Huesca	22254	Zaidín	65 y más	Hombre	2
2016	22	Huesca	22254	Zaidín	65 y más	Mujer	1
2016	22	Huesca	22901	Valle de Hecho	0-15	Hombre	8
2016	22	Huesca	22901	Valle de Hecho	0-15	Mujer	12
2016	22	Huesca	22901	Valle de Hecho	16-64	Hombre	52
2016	22	Huesca	22901	Valle de Hecho	16-64	Mujer	55
2016	22	Huesca	22901	Valle de Hecho	65 y más	Hombre	17
2016	22	Huesca	22901	Valle de Hecho	65 y más	Mujer	26
2016	22	Huesca	22902	Puente la Reina de Jaca	16-64	Hombre	2
2016	22	Huesca	22902	Puente la Reina de Jaca	16-64	Mujer	2
2016	22	Huesca	22902	Puente la Reina de Jaca	65 y más	Hombre	2
2016	22	Huesca	22902	Puente la Reina de Jaca	65 y más	Mujer	2
2016	22	Huesca	22903	San Miguel del Cinca	0-15	Mujer	1
2016	22	Huesca	22903	San Miguel del Cinca	16-64	Hombre	4
2016	22	Huesca	22903	San Miguel del Cinca	16-64	Mujer	3
2016	22	Huesca	22903	San Miguel del Cinca	65 y más	Hombre	2
2016	22	Huesca	22903	San Miguel del Cinca	65 y más	Mujer	2
2016	22	Huesca	22904	Sotonera (La)	0-15	Hombre	1
2016	22	Huesca	22904	Sotonera (La)	16-64	Hombre	4
2016	22	Huesca	22904	Sotonera (La)	16-64	Mujer	5
2016	22	Huesca	22904	Sotonera (La)	65 y más	Hombre	14
2016	22	Huesca	22904	Sotonera (La)	65 y más	Mujer	7
2016	22	Huesca	22905	Lupiñén-Ortilla	0-15	Hombre	2
2016	22	Huesca	22905	Lupiñén-Ortilla	0-15	Mujer	4
2016	22	Huesca	22905	Lupiñén-Ortilla	16-64	Hombre	2
2016	22	Huesca	22905	Lupiñén-Ortilla	16-64	Mujer	2
2016	22	Huesca	22905	Lupiñén-Ortilla	65 y más	Hombre	4
2016	22	Huesca	22905	Lupiñén-Ortilla	65 y más	Mujer	1
2016	22	Huesca	22906	Santa María de Dulcis	16-64	Mujer	1
2016	22	Huesca	22906	Santa María de Dulcis	65 y más	Hombre	1
2016	22	Huesca	22906	Santa María de Dulcis	65 y más	Mujer	1
2016	22	Huesca	22907	Aínsa-Sobrarbe	0-15	Hombre	6
2016	22	Huesca	22907	Aínsa-Sobrarbe	0-15	Mujer	4
2016	22	Huesca	22907	Aínsa-Sobrarbe	16-64	Hombre	29
2016	22	Huesca	22907	Aínsa-Sobrarbe	16-64	Mujer	36
2016	22	Huesca	22907	Aínsa-Sobrarbe	65 y más	Hombre	10
2016	22	Huesca	22907	Aínsa-Sobrarbe	65 y más	Mujer	16
2016	22	Huesca	22908	Hoz y Costeán	0-15	Hombre	3
2016	22	Huesca	22908	Hoz y Costeán	16-64	Hombre	13
2016	22	Huesca	22908	Hoz y Costeán	16-64	Mujer	8
2016	22	Huesca	22908	Hoz y Costeán	65 y más	Hombre	6
2016	22	Huesca	22908	Hoz y Costeán	65 y más	Mujer	4
2016	22	Huesca	22909	Vencillón	16-64	Mujer	1
2016	22	Huesca	22909	Vencillón	65 y más	Hombre	1
2016	44	Teruel	44001	Ababuj	65 y más	Hombre	3
2016	44	Teruel	44004	Aguaviva	0-15	Hombre	1
2016	44	Teruel	44004	Aguaviva	16-64	Hombre	8
2016	44	Teruel	44004	Aguaviva	16-64	Mujer	12
2016	44	Teruel	44004	Aguaviva	65 y más	Hombre	9
2016	44	Teruel	44004	Aguaviva	65 y más	Mujer	4
2016	44	Teruel	44005	Aguilar del Alfambra	65 y más	Hombre	1
2016	44	Teruel	44005	Aguilar del Alfambra	65 y más	Mujer	1
2016	44	Teruel	44006	Alacón	16-64	Hombre	1
2016	44	Teruel	44006	Alacón	16-64	Mujer	1
2016	44	Teruel	44006	Alacón	65 y más	Mujer	2
