Año	Residencia comarca código	Residencia comarca nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Extranjeros
2016	05	Cinco Villas	09	Apátridas y no consta	555	Apátridas	16 a 64	2
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	102	Austria	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	103	Bélgica	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	103	Bélgica	16 a 64	5
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	104	Bulgaria	0 a 15	30
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	104	Bulgaria	16 a 64	152
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	104	Bulgaria	65 y más	6
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	110	Francia	0 a 15	4
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	110	Francia	16 a 64	104
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	110	Francia	65 y más	25
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	111	Grecia	16 a 64	6
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	112	Hungría	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	112	Hungría	16 a 64	10
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	113	Irlanda	16 a 64	8
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	115	Italia	0 a 15	12
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	115	Italia	16 a 64	55
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	115	Italia	65 y más	9
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	121	Países Bajos	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	121	Países Bajos	16 a 64	15
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	121	Países Bajos	65 y más	6
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	122	Polonia	0 a 15	3
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	122	Polonia	16 a 64	25
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	123	Portugal	0 a 15	20
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	123	Portugal	16 a 64	107
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	123	Portugal	65 y más	5
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	125	Reino Unido	16 a 64	39
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	125	Reino Unido	65 y más	5
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	126	Alemania	0 a 15	2
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	126	Alemania	16 a 64	16
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	126	Alemania	65 y más	2
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	128	Rumanía	0 a 15	247
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	128	Rumanía	16 a 64	1233
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	128	Rumanía	65 y más	19
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	136	Letonia	16 a 64	6
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	142	Lituania	0 a 15	4
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	142	Lituania	16 a 64	23
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	142	Lituania	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	143	República Checa	16 a 64	7
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	144	Eslovaquia	16 a 64	2
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	146	Croacia	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	01	UE-28	147	Eslovenia	16 a 64	3
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	101	Albania	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	120	Noruega	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	124	Andorra	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	132	Suiza	16 a 64	3
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	135	Ucrania	0 a 15	30
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	135	Ucrania	16 a 64	141
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	135	Ucrania	65 y más	7
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	137	Moldova	0 a 15	4
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	137	Moldova	16 a 64	21
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	138	Bielorrusia	0 a 15	2
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	138	Bielorrusia	16 a 64	7
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	139	Georgia	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	148	Armenia	0 a 15	4
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	148	Armenia	16 a 64	34
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	148	Armenia	65 y más	5
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	154	Rusia	0 a 15	2
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	154	Rusia	16 a 64	37
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	154	Rusia	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	157	Serbia	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	02	Resto de Europa	436	Turquía	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	203	Argelia	0 a 15	22
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	203	Argelia	16 a 64	70
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	203	Argelia	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	228	Marruecos	0 a 15	213
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	228	Marruecos	16 a 64	653
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	228	Marruecos	65 y más	6
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	230	Mauritania	0 a 15	9
2016	06	Hoya de Huesca / Plana de Uesca	03	Magreb	230	Mauritania	16 a 64	47
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	201	Burkina Fasso	0 a 15	2
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	201	Burkina Fasso	16 a 64	36
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	207	Cabo Verde	16 a 64	2
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	208	Camerún	16 a 64	2
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	210	Congo	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	211	Costa de Marfil	0 a 15	3
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	211	Costa de Marfil	16 a 64	11
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	213	Egipto	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	215	Gabón	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	216	Gambia	0 a 15	24
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	216	Gambia	16 a 64	90
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	217	Ghana	0 a 15	10
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	217	Ghana	16 a 64	47
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	218	Guinea	0 a 15	16
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	218	Guinea	16 a 64	78
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	219	Guinea Bissau	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	220	Guinea Ecuatorial	0 a 15	3
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	220	Guinea Ecuatorial	16 a 64	13
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	221	Kenia	16 a 64	14
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	223	Liberia	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	227	Mali	0 a 15	6
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	227	Mali	16 a 64	36
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	233	Níger	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	233	Níger	16 a 64	9
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	234	Nigeria	0 a 15	14
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	234	Nigeria	16 a 64	68
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	236	Sudáfrica	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	239	Senegal	0 a 15	16
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	239	Senegal	16 a 64	147
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	247	Togo	0 a 15	2
2016	06	Hoya de Huesca / Plana de Uesca	04	Resto de África	247	Togo	16 a 64	4
2016	06	Hoya de Huesca / Plana de Uesca	05	América del Norte	301	Canadá	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	05	América del Norte	301	Canadá	16 a 64	5
2016	06	Hoya de Huesca / Plana de Uesca	05	América del Norte	302	Estados Unidos de América	16 a 64	18
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	303	México	16 a 64	14
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	314	Costa Rica	16 a 64	4
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	315	Cuba	0 a 15	3
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	315	Cuba	16 a 64	38
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	315	Cuba	65 y más	2
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	316	Dominica	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	317	El Salvador	16 a 64	12
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	319	Guatemala	16 a 64	4
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	321	Honduras	0 a 15	4
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	321	Honduras	16 a 64	50
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	321	Honduras	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	323	Nicaragua	0 a 15	14
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	323	Nicaragua	16 a 64	137
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	323	Nicaragua	65 y más	3
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	326	República Dominicana	0 a 15	31
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	326	República Dominicana	16 a 64	159
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	326	República Dominicana	65 y más	2
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	340	Argentina	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	340	Argentina	16 a 64	32
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	340	Argentina	65 y más	3
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	341	Bolivia	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	341	Bolivia	16 a 64	17
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	342	Brasil	0 a 15	12
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	342	Brasil	16 a 64	83
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	342	Brasil	65 y más	2
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	343	Colombia	0 a 15	6
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	343	Colombia	16 a 64	96
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	343	Colombia	65 y más	3
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	344	Chile	0 a 15	6
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	344	Chile	16 a 64	25
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	345	Ecuador	0 a 15	15
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	345	Ecuador	16 a 64	103
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	345	Ecuador	65 y más	2
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	347	Paraguay	0 a 15	3
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	347	Paraguay	16 a 64	25
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	348	Perú	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	348	Perú	16 a 64	15
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	348	Perú	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	350	Uruguay	16 a 64	5
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	350	Uruguay	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	351	Venezuela	0 a 15	3
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	351	Venezuela	16 a 64	33
2016	06	Hoya de Huesca / Plana de Uesca	06	Resto de América	351	Venezuela	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	407	China	0 a 15	55
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	407	China	16 a 64	139
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	407	China	65 y más	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	408	Emiratos Arabes Unidos	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	409	Filipinas	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	410	India	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	410	India	16 a 64	3
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	411	Indonesia	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	414	Israel	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	415	Japón	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	415	Japón	16 a 64	3
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	420	Líbano	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	421	Malasia	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	423	Mongolia	0 a 15	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	423	Mongolia	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	426	Pakistán	0 a 15	6
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	426	Pakistán	16 a 64	26
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	430	República de Corea	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	433	Siria	16 a 64	1
2016	06	Hoya de Huesca / Plana de Uesca	07	Asia	437	Vietnam	16 a 64	2
2016	06	Hoya de Huesca / Plana de Uesca	08	Oceanía	501	Australia	0 a 15	2
2016	06	Hoya de Huesca / Plana de Uesca	08	Oceanía	501	Australia	16 a 64	2
2016	06	Hoya de Huesca / Plana de Uesca	08	Oceanía	501	Australia	65 y más	1
2016	07	Somontano de Barbastro	01	UE-28	102	Austria	16 a 64	1
2016	07	Somontano de Barbastro	01	UE-28	103	Bélgica	16 a 64	3
2016	07	Somontano de Barbastro	01	UE-28	103	Bélgica	65 y más	6
2016	07	Somontano de Barbastro	01	UE-28	104	Bulgaria	0 a 15	23
2016	07	Somontano de Barbastro	01	UE-28	104	Bulgaria	16 a 64	103
2016	07	Somontano de Barbastro	01	UE-28	104	Bulgaria	65 y más	8
2016	07	Somontano de Barbastro	01	UE-28	107	Dinamarca	16 a 64	3
2016	07	Somontano de Barbastro	01	UE-28	109	Finlandia	16 a 64	1
2016	07	Somontano de Barbastro	01	UE-28	110	Francia	0 a 15	2
2016	07	Somontano de Barbastro	01	UE-28	110	Francia	16 a 64	40
2016	07	Somontano de Barbastro	01	UE-28	110	Francia	65 y más	22
2016	07	Somontano de Barbastro	01	UE-28	112	Hungría	16 a 64	1
2016	07	Somontano de Barbastro	01	UE-28	113	Irlanda	16 a 64	1
2016	07	Somontano de Barbastro	01	UE-28	115	Italia	0 a 15	2
2016	07	Somontano de Barbastro	01	UE-28	115	Italia	16 a 64	17
2016	07	Somontano de Barbastro	01	UE-28	115	Italia	65 y más	1
2016	07	Somontano de Barbastro	01	UE-28	121	Países Bajos	0 a 15	1
2016	07	Somontano de Barbastro	01	UE-28	121	Países Bajos	16 a 64	6
2016	07	Somontano de Barbastro	01	UE-28	121	Países Bajos	65 y más	2
2016	07	Somontano de Barbastro	01	UE-28	122	Polonia	0 a 15	3
2016	07	Somontano de Barbastro	01	UE-28	122	Polonia	16 a 64	30
2016	07	Somontano de Barbastro	01	UE-28	123	Portugal	0 a 15	2
2016	07	Somontano de Barbastro	01	UE-28	123	Portugal	16 a 64	12
2016	07	Somontano de Barbastro	01	UE-28	123	Portugal	65 y más	3
2016	07	Somontano de Barbastro	01	UE-28	125	Reino Unido	16 a 64	3
2016	07	Somontano de Barbastro	01	UE-28	125	Reino Unido	65 y más	2
2016	07	Somontano de Barbastro	01	UE-28	126	Alemania	0 a 15	4
2016	07	Somontano de Barbastro	01	UE-28	126	Alemania	16 a 64	20
2016	07	Somontano de Barbastro	01	UE-28	126	Alemania	65 y más	1
2016	07	Somontano de Barbastro	01	UE-28	128	Rumanía	0 a 15	60
2016	07	Somontano de Barbastro	01	UE-28	128	Rumanía	16 a 64	324
2016	07	Somontano de Barbastro	01	UE-28	128	Rumanía	65 y más	6
2016	07	Somontano de Barbastro	01	UE-28	141	Estonia	16 a 64	1
2016	07	Somontano de Barbastro	01	UE-28	142	Lituania	16 a 64	5
2016	07	Somontano de Barbastro	01	UE-28	144	Eslovaquia	16 a 64	4
2016	07	Somontano de Barbastro	02	Resto de Europa	120	Noruega	16 a 64	1
2016	07	Somontano de Barbastro	02	Resto de Europa	132	Suiza	0 a 15	1
2016	07	Somontano de Barbastro	02	Resto de Europa	132	Suiza	16 a 64	6
2016	07	Somontano de Barbastro	02	Resto de Europa	135	Ucrania	0 a 15	3
2016	07	Somontano de Barbastro	02	Resto de Europa	135	Ucrania	16 a 64	22
2016	07	Somontano de Barbastro	02	Resto de Europa	135	Ucrania	65 y más	2
2016	07	Somontano de Barbastro	02	Resto de Europa	139	Georgia	16 a 64	1
2016	07	Somontano de Barbastro	02	Resto de Europa	154	Rusia	16 a 64	2
2016	07	Somontano de Barbastro	02	Resto de Europa	157	Serbia	0 a 15	4
2016	07	Somontano de Barbastro	02	Resto de Europa	157	Serbia	16 a 64	7
2016	07	Somontano de Barbastro	03	Magreb	203	Argelia	0 a 15	8
2016	07	Somontano de Barbastro	03	Magreb	203	Argelia	16 a 64	7
2016	07	Somontano de Barbastro	03	Magreb	203	Argelia	65 y más	1
2016	07	Somontano de Barbastro	03	Magreb	228	Marruecos	0 a 15	105
2016	07	Somontano de Barbastro	03	Magreb	228	Marruecos	16 a 64	405
2016	07	Somontano de Barbastro	03	Magreb	228	Marruecos	65 y más	1
2016	07	Somontano de Barbastro	03	Magreb	230	Mauritania	0 a 15	1
2016	07	Somontano de Barbastro	03	Magreb	248	Túnez	16 a 64	1
2016	07	Somontano de Barbastro	04	Resto de África	207	Cabo Verde	0 a 15	3
2016	07	Somontano de Barbastro	04	Resto de África	207	Cabo Verde	16 a 64	7
2016	07	Somontano de Barbastro	04	Resto de África	211	Costa de Marfil	16 a 64	6
2016	07	Somontano de Barbastro	04	Resto de África	216	Gambia	0 a 15	3
2016	07	Somontano de Barbastro	04	Resto de África	216	Gambia	16 a 64	55
2016	07	Somontano de Barbastro	04	Resto de África	217	Ghana	0 a 15	1
2016	07	Somontano de Barbastro	04	Resto de África	217	Ghana	16 a 64	8
2016	07	Somontano de Barbastro	04	Resto de África	220	Guinea Ecuatorial	16 a 64	1
2016	07	Somontano de Barbastro	04	Resto de África	221	Kenia	0 a 15	2
2016	07	Somontano de Barbastro	04	Resto de África	221	Kenia	16 a 64	12
2016	07	Somontano de Barbastro	04	Resto de África	227	Mali	0 a 15	23
2016	07	Somontano de Barbastro	04	Resto de África	227	Mali	16 a 64	115
2016	07	Somontano de Barbastro	04	Resto de África	239	Senegal	16 a 64	5
2016	07	Somontano de Barbastro	04	Resto de África	241	Sierra Leona	16 a 64	1
2016	07	Somontano de Barbastro	05	América del Norte	302	Estados Unidos de América	16 a 64	4
2016	07	Somontano de Barbastro	05	América del Norte	302	Estados Unidos de América	65 y más	1
2016	07	Somontano de Barbastro	06	Resto de América	303	México	16 a 64	6
2016	07	Somontano de Barbastro	06	Resto de América	314	Costa Rica	16 a 64	1
2016	07	Somontano de Barbastro	06	Resto de América	315	Cuba	0 a 15	1
2016	07	Somontano de Barbastro	06	Resto de América	315	Cuba	16 a 64	6
2016	07	Somontano de Barbastro	06	Resto de América	317	El Salvador	16 a 64	5
2016	07	Somontano de Barbastro	06	Resto de América	319	Guatemala	16 a 64	4
2016	07	Somontano de Barbastro	06	Resto de América	321	Honduras	0 a 15	4
2016	07	Somontano de Barbastro	06	Resto de América	321	Honduras	16 a 64	17
2016	07	Somontano de Barbastro	06	Resto de América	323	Nicaragua	0 a 15	1
2016	07	Somontano de Barbastro	06	Resto de América	323	Nicaragua	16 a 64	37
2016	07	Somontano de Barbastro	06	Resto de América	324	Panamá	16 a 64	2
2016	07	Somontano de Barbastro	06	Resto de América	326	República Dominicana	0 a 15	12
2016	07	Somontano de Barbastro	06	Resto de América	326	República Dominicana	16 a 64	41
2016	07	Somontano de Barbastro	06	Resto de América	326	República Dominicana	65 y más	3
2016	07	Somontano de Barbastro	06	Resto de América	340	Argentina	0 a 15	3
2016	07	Somontano de Barbastro	06	Resto de América	340	Argentina	16 a 64	23
2016	07	Somontano de Barbastro	06	Resto de América	340	Argentina	65 y más	8
2016	07	Somontano de Barbastro	06	Resto de América	341	Bolivia	0 a 15	6
2016	07	Somontano de Barbastro	06	Resto de América	341	Bolivia	16 a 64	35
2016	07	Somontano de Barbastro	06	Resto de América	342	Brasil	0 a 15	2
2016	07	Somontano de Barbastro	06	Resto de América	342	Brasil	16 a 64	19
2016	07	Somontano de Barbastro	06	Resto de América	343	Colombia	0 a 15	5
2016	07	Somontano de Barbastro	06	Resto de América	343	Colombia	16 a 64	28
2016	07	Somontano de Barbastro	06	Resto de América	343	Colombia	65 y más	1
2016	07	Somontano de Barbastro	06	Resto de América	344	Chile	16 a 64	7
2016	07	Somontano de Barbastro	06	Resto de América	345	Ecuador	0 a 15	5
2016	07	Somontano de Barbastro	06	Resto de América	345	Ecuador	16 a 64	42
2016	07	Somontano de Barbastro	06	Resto de América	347	Paraguay	16 a 64	1
2016	07	Somontano de Barbastro	06	Resto de América	348	Perú	0 a 15	2
2016	07	Somontano de Barbastro	06	Resto de América	348	Perú	16 a 64	7
2016	07	Somontano de Barbastro	06	Resto de América	350	Uruguay	16 a 64	7
2016	07	Somontano de Barbastro	06	Resto de América	350	Uruguay	65 y más	1
2016	07	Somontano de Barbastro	06	Resto de América	351	Venezuela	16 a 64	10
2016	07	Somontano de Barbastro	06	Resto de América	351	Venezuela	65 y más	4
2016	07	Somontano de Barbastro	07	Asia	407	China	0 a 15	15
2016	07	Somontano de Barbastro	07	Asia	407	China	16 a 64	23
2016	07	Somontano de Barbastro	07	Asia	407	China	65 y más	2
2016	07	Somontano de Barbastro	07	Asia	409	Filipinas	16 a 64	2
2016	07	Somontano de Barbastro	07	Asia	426	Pakistán	0 a 15	1
2016	07	Somontano de Barbastro	07	Asia	426	Pakistán	16 a 64	12
2016	07	Somontano de Barbastro	07	Asia	433	Siria	16 a 64	1
2016	07	Somontano de Barbastro	07	Asia	433	Siria	65 y más	1
